index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
811	berserkers_hauberk		armor/splint_mail	armor/splint_mail	armor/splint_mail			
812	berserkers_hatchet		axe/double_axe	axe/double_axe	axe/double_axe			
813	deaths_hand		glove/gloves_l	glove/gloves_l	glove/gloves_l			
814	deaths_guard		belt/sash_l	belt/sash_l	belt/sash_l			
815	deaths_touch		sword/war_sword	sword/war_sword	sword/war_sword			
816	angelic_sickle		sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer			
817	angelic_mantle		armor/ring_mail	armor/ring_mail	armor/ring_mail			
818	angelic_halo		ring/ring	ring/ring	ring/ring			
819	angelic_wings		amulet/amulet	amulet/amulet	amulet/amulet			
820	arctic_horn		bow/hellclap	bow/hellclap	bow/hellclap			
821	arctic_furs		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
822	arctic_binding		belt/light_belt	belt/light_belt	belt/light_belt			
823	arctic_mitts		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
824	arcannas_sign		amulet/amulet	amulet/amulet	amulet/amulet			
825	arcannas_deathwand		staff/war_staff	staff/war_staff	staff/war_staff			
826	arcannas_head		helmet/skull_cap	helmet/skull_cap	helmet/skull_cap			
827	arcannas_flesh		armor/light_plate	armor/light_plate	armor/light_plate			
828	natalyas_totem		helmet/wormskull	helmet/wormskull	helmet/wormskull			
829	natalyas_mark		h2h/natalyas_mark	h2h/natalyas_mark	h2h/natalyas_mark			
830	natalyas_shadow		armor/scale_mail	armor/scale_mail	armor/scale_mail			
831	natalyas_soul		boot/chain_boots	boot/chain_boots	boot/chain_boots			
832	aldurs_stony_gaze		pelt/antlers	pelt/antlers	pelt/antlers			
833	aldurs_deception		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
834	aldurs_gauntlet		mace/bloodrise	mace/bloodrise	mace/bloodrise			
835	aldurs_advance		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
836	immortal_kings_will		helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard			
837	immortal_kings_soul_cage		armor/victors_silk	armor/victors_silk	armor/victors_silk			
838	immortal_kings_detail		belt/girdle_h	belt/girdle_h	belt/girdle_h			
839	immortal_kings_forge		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
840	immortal_kings_pillar		boot/plate_boots	boot/plate_boots	boot/plate_boots			
841	immortal_kings_stone_crusher		hammer/maul	hammer/maul	hammer/maul			
842	tal_rashas_fire_spun_cloth		belt/belt_m	belt/belt_m	belt/belt_m			
843	tal_rashas_adjudication		amulet/amulet	amulet/amulet	amulet/amulet			
844	tal_rashas_lidless_eye		orb/dragon_stone	orb/dragon_stone	orb/dragon_stone			
845	tal_rashas_howling_wind		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
846	tal_rashas_horadric_crest		helmet/mask	helmet/mask	helmet/mask			
847	griswolds_valor		helmet/crown	helmet/crown	helmet/crown			
848	griswolds_heart		armor/corpsemourn	armor/corpsemourn	armor/corpsemourn			
849	griswoldss_redemption		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
850	griswolds_honor		shield/crown_shield	shield/crown_shield	shield/crown_shield			
851	trang_ouls_guise		helmet/wormskull	helmet/wormskull	helmet/wormskull			
852	trang_ouls_scales		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
853	trang_ouls_wing		voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head			
854	trang_ouls_claws		glove/bracers_m	glove/bracers_m	glove/bracers_m			
855	trang_ouls_girth		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
856	mavinas_true_sight		circlet/diadem	circlet/diadem	circlet/diadem			
857	mavinas_embrace		armor/field_plate	armor/field_plate	armor/field_plate			
858	mavinas_icy_clutch		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
859	mavinas_tenet		belt/light_belt	belt/light_belt	belt/light_belt			
860	mavinas_caster		bow/reflex_bow	bow/reflex_bow	bow/reflex_bow			
861	telling_of_beads		amulet/amulet	amulet/amulet	amulet/amulet			
862	laying_of_hands		glove/gloves_l	glove/gloves_l	glove/gloves_l			
863	rite_of_passage		boot/leather_boots	boot/leather_boots	boot/leather_boots			
864	spiritual_custodian		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
865	credendum		belt/belt_m	belt/belt_m	belt/belt_m			
866	dangoons_teaching		mace/dangoons_teaching	mace/dangoons_teaching	mace/dangoons_teaching			
867	heavens_taebaek		shield/heavens_taebaek	shield/heavens_taebaek	shield/heavens_taebaek			
868	haemosus_adament		armor/haemosus_adament	armor/haemosus_adament	armor/haemosus_adament			
869	ondals_almighty		helmet/ondals_almighty	helmet/ondals_almighty	helmet/ondals_almighty			
870	guillaumes_face		helmet/great_helm	helmet/great_helm	helmet/great_helm			
871	wilhelms_pride		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
872	magnus_skin		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
873	wihtstans_guard		shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle			
874	hwanins_splendor		helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves			
875	hwanins_refuge		armor/scale_mail	armor/scale_mail	armor/scale_mail			
876	hwanins_seal		belt/belt_m	belt/belt_m	belt/belt_m			
877	hwanins_justice		polearm/voulge	polearm/voulge	polearm/voulge			
878	sazabis_cobalt_redeemer		sword/hellplague	sword/hellplague	sword/hellplague			
879	sazabis_ghost_liberator		armor/splint_mail	armor/splint_mail	armor/splint_mail			
880	sazabis_mental_sheath		helmet/duskdeep	helmet/duskdeep	helmet/duskdeep			
881	bul_kathos_sacred_charge		sword/the_patriarch	sword/the_patriarch	sword/the_patriarch			
882	bul_kathos_tribal_guardian		sword/todesfaelle_flamme	sword/todesfaelle_flamme	sword/todesfaelle_flamme			
883	cow_kings_horns		helmet/cap_hat	helmet/cap_hat	helmet/cap_hat			
884	cow_kings_hide		armor/studded_leather	armor/studded_leather	armor/studded_leather			
885	cow_kings_hoofs		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
886	najs_puzzler		staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire			
887	najs_light_plate		armor/plate_mail	armor/plate_mail	armor/plate_mail			
888	najs_circlet		circlet/circlet	circlet/circlet	circlet/circlet			
889	mc_auleys_paragon		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
890	mc_auleys_riprap		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
891	mc_auleys_taboo		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
892	mc_auleys_superstition		wand/gravenspine	wand/gravenspine	wand/gravenspine			
893	the_gnasher					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
894	deathspade					axe/deathspade	axe/deathspade	axe/deathspade
895	bladebone					axe/double_axe	axe/double_axe	axe/double_axe
896	mindrend					axe/mindrend	axe/mindrend	axe/mindrend
897	rakescar					axe/war_axe	axe/war_axe	axe/war_axe
898	fechmars_axe					axe/large_axe	axe/large_axe	axe/large_axe
899	goreshovel					axe/broad_axe	axe/broad_axe	axe/broad_axe
900	the_chieftan					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
901	brainhew					axe/brainhew	axe/brainhew	axe/brainhew
902	the_humongous					axe/giant_axe	axe/the_minataur	axe/giant_axe
903	iros_torch					wand/iros_torch	wand/iros_torch	wand/iros_torch
904	maelstromwrath					wand/yew_wand	wand/yew_wand	wand/yew_wand
905	gravenspine					wand/gravenspine	wand/gravenspine	wand/gravenspine
906	umes_lament					wand/grim_wand	wand/blackhand_key	wand/grim_wand
907	felloak					club/felloak	club/felloak	club/felloak
908	knell_striker					scepter/scepter	scepter/scepter	scepter/scepter
909	rusthandle					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
910	stormeye					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
911	stoutnail					club/stoutnail	club/stoutnail	club/stoutnail
912	crushflange					mace/mace	mace/mace	mace/mace
913	bloodrise					mace/bloodrise	mace/bloodrise	mace/bloodrise
914	the_generals_tan_do_li_ga					mace/flail	mace/flail	mace/flail
915	ironstone					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
916	bonesob					hammer/bonesob	hammer/bonesob	hammer/bonesob
917	steeldriver					hammer/great_maul	hammer/great_maul	hammer/great_maul
918	rixots_keen					sword/short_sword	sword/short_sword	sword/short_sword
919	blood_crescent					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
920	krintizs_skewer					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
921	gleamscythe					sword/gleamscythe	sword/gleamscythe	sword/gleamscythe
922	griswolds_edge					sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge
923	hellplague					sword/hellplague	sword/hellplague	sword/hellplague
924	culwens_point					sword/war_sword	sword/war_sword	sword/war_sword
925	shadowfang					sword/shadowfang	sword/shadowfang	sword/shadowfang
926	soulflay					sword/claymore	sword/claymore	sword/claymore
927	kinemils_awl					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
928	blacktongue					sword/blacktongue	sword/blacktongue	sword/blacktongue
929	ripsaw					sword/flamberge	sword/todesfaelle_flamme	sword/flamberge
930	the_patriarch					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
931	gull					knife/dagger	knife/dagger	knife/dagger
932	the_diggler					knife/dirk	knife/dirk	knife/dirk
933	the_jade_tan_do					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
934	irices_shard					knife/blade	knife/stormspike	knife/blade
935	the_dragon_chang					spear/spear	spear/spear	spear/spear
936	razortine					spear/razortine	spear/razortine	spear/razortine
937	bloodthief					spear/brandistock	spear/soulfeast_tine	spear/brandistock
938	lance_of_yaggai					spear/spetum	spear/spetum	spear/spetum
939	the_tannr_gorerod					spear/pike	spear/pike	spear/pike
940	dimoaks_hew					polearm/bardiche	polearm/bardiche	polearm/bardiche
941	steelgoad					polearm/voulge	polearm/voulge	polearm/voulge
942	soul_harvest					polearm/soul_harvest	polearm/soul_harvest	polearm/soul_harvest
943	the_battlebranch					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
944	woestave					polearm/halberd	polearm/halberd	polearm/halberd
945	the_grim_reaper					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
946	bane_ash					staff/short_staff	staff/short_staff	staff/short_staff
947	serpent_lord					staff/long_staff	staff/long_staff	staff/long_staff
948	lazarus_spire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
949	the_salamander					staff/battle_staff	staff/battle_staff	staff/battle_staff
950	the_iron_jang_bong					staff/war_staff	staff/skullcollector	staff/war_staff
951	pluckeye					bow/short_bow	bow/short_bow	bow/short_bow
952	witherstring					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
953	rimeraven					bow/long_bow	bow/kuko_shakaku	bow/long_bow
954	piercerib					bow/piercerib	bow/piercerib	bow/piercerib
955	pullspite					bow/pullspite	bow/pullspite	bow/pullspite
956	wizendraw					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
957	hellclap					bow/hellclap	bow/hellclap	bow/hellclap
958	blastbark					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
959	leadcrow					bow/leadcrow	bow/leadcrow	bow/leadcrow
960	ichorsting					bow/ichorsting	bow/ichorsting	bow/ichorsting
961	hellcast					bow/hellcast	bow/hellcast	bow/hellcast
962	doomspittle					bow/doomspittle	bow/doomspittle	bow/doomspittle
963	war_bonnet					helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet
964	tarnhelm					helmet/skull_cap	helmet/rockstopper	helmet/skull_cap
965	coif_of_glory					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
966	duskdeep					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
967	wormskull					helmet/wormskull	helmet/wormskull	helmet/wormskull
968	howltusk					helmet/great_helm	helmet/great_helm	helmet/great_helm
969	undead_crown					helmet/crown	helmet/crown_of_thieves	helmet/crown
970	the_face_of_horror					helmet/mask	helmet/mask	helmet/mask
971	greyform					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
972	blinkbats_form					armor/leather_armor	armor/leather_armor	armor/leather_armor
973	the_centurion					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
974	twitchthroe					armor/studded_leather	armor/ironpelt	armor/studded_leather
975	darkglow					armor/ring_mail	armor/ring_mail	armor/ring_mail
976	hawkmail					armor/scale_mail	armor/scale_mail	armor/scale_mail
977	sparking_mail					armor/chain_mail	armor/chain_mail	armor/chain_mail
978	venomsward					armor/breast_plate	armor/breast_plate	armor/breast_plate
979	iceblink					armor/splint_mail	armor/splint_mail	armor/splint_mail
980	boneflesh					armor/plate_mail	armor/plate_mail	armor/plate_mail
981	rockfleece					armor/field_plate	armor/field_plate	armor/field_plate
982	rattlecage					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
983	goldskin					armor/goldskin	armor/goldskin	armor/goldskin
984	victors_silk					armor/victors_silk	armor/victors_silk	armor/victors_silk
985	heavenly_garb					armor/light_plate	armor/light_plate	armor/light_plate
986	pelta_lunata					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
987	umbral_disk					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
988	stormguild					shield/stormguild	shield/stormguild	shield/stormguild
989	wall_of_the_eyeless					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
990	swordback_hold					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
991	steelclash					shield/steelclash	shield/steelclash	shield/steelclash
992	bverrit_keep					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
993	the_ward					shield/the_ward	shield/the_ward	shield/the_ward
994	the_hand_of_broc					glove/gloves_l	glove/gloves_l	glove/gloves_l
995	bloodfist					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
996	chance_guards					glove/bracers_m	glove/bracers_m	glove/bracers_m
997	magefist					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
998	frostburn					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
999	hotspur					boot/leather_boots	boot/leather_boots	boot/leather_boots
1000	gorefoot					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1001	treads_of_cthon					boot/chain_boots	boot/chain_boots	boot/chain_boots
1002	goblin_toe					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1003	tearhaunch					boot/plate_boots	boot/plate_boots	boot/plate_boots
1004	lenyms_cord					belt/sash_l	belt/sash_l	belt/sash_l
1005	snakecord					belt/light_belt	belt/light_belt	belt/light_belt
1006	nightsmoke					belt/belt_m	belt/belt_m	belt/belt_m
1007	goldwrap					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1008	bladebuckle					belt/girdle_h	belt/girdle_h	belt/girdle_h
1009	nokozan_relic					amulet/amulet	amulet/amulet	amulet/amulet
1010	the_eye_of_etlich					amulet/amulet	amulet/amulet	amulet/amulet
1011	the_mahim_oak_curio					amulet/amulet	amulet/amulet	amulet/amulet
1012	nagelring					ring/ring	ring/ring	ring/ring
1013	manald_heal					ring/ring	ring/ring	ring/ring
1014	the_stone_of_jordan					ring/ring	ring/ring	ring/ring
1015	amulet_of_the_viper					amulet/viper_amulet	amulet/viper_amulet	amulet/viper_amulet
1016	staff_of_kings					staff/staff_of_the_kings	staff/staff_of_the_kings	staff/staff_of_the_kings
1017	horadric_staff					staff/horadric_staff	staff/horadric_staff	staff/horadric_staff
1018	hell_forge_hammer					hammer/hellforge_hammer	hammer/hellforge_hammer	hammer/hellforge_hammer
1019	khalim_flail					mace/khalim_flail	mace/khalim_flail	mace/khalim_flail
1020	super_khalim_flail					mace/super_khalim_flail	mace/super_khalim_flail	mace/super_khalim_flail
1021	coldkill					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1022	butchers_pupil					axe/deathspade	axe/deathspade	axe/deathspade
1023	islestrike					axe/double_axe	axe/double_axe	axe/double_axe
1024	pompes_wrath					axe/mindrend	axe/mindrend	axe/mindrend
1025	guardian_naga					axe/war_axe	axe/war_axe	axe/war_axe
1026	warlords_trust					axe/large_axe	axe/large_axe	axe/large_axe
1027	spellsteel					axe/broad_axe	axe/broad_axe	axe/broad_axe
1028	stormrider					axe/stormrider	axe/stormrider	axe/stormrider
1029	boneslayer_blade					axe/brainhew	axe/brainhew	axe/brainhew
1030	the_minataur					axe/the_minataur	axe/the_minataur	axe/the_minataur
1031	suicide_branch					wand/wand	wand/wand	wand/wand
1032	carin_shard					wand/yew_wand	wand/yew_wand	wand/yew_wand
1033	arm_of_king_leoric					wand/gravenspine	wand/gravenspine	wand/gravenspine
1034	blackhand_key					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
1035	dark_clan_crusher					club/felloak	club/felloak	club/felloak
1036	zakarums_hand					scepter/scepter	scepter/scepter	scepter/scepter
1037	the_fetid_sprinkler					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
1038	hand_of_blessed_light					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1039	fleshrender					club/stoutnail	club/stoutnail	club/stoutnail
1040	sureshrill_frost					mace/mace	mace/mace	mace/mace
1041	moonfall					mace/bloodrise	mace/bloodrise	mace/bloodrise
1042	baezils_vortex					mace/flail	mace/flail	mace/flail
1043	earthshaker					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1044	bloodtree_stump					hammer/maul	hammer/maul	hammer/maul
1045	the_gavel_of_pain					hammer/the_gavel_of_pain	hammer/the_gavel_of_pain	hammer/the_gavel_of_pain
1046	bloodletter					sword/short_sword	sword/short_sword	sword/short_sword
1047	coldsteel_eye					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1048	hexfire					sword/hexfire	sword/hexfire	sword/hexfire
1049	blade_of_ali_baba					sword/falchion	sword/falchion	sword/falchion
1050	ginthers_rift					sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift
1051	headstriker					sword/broad_sword	sword/broad_sword	sword/broad_sword
1052	plague_bearer					sword/plague_bearer	sword/plague_bearer	sword/plague_bearer
1053	the_atlantian					sword/war_sword	sword/war_sword	sword/war_sword
1054	crainte_vomir					sword/shadowfang	sword/shadowfang	sword/shadowfang
1055	bing_sz_wang					sword/claymore	sword/claymore	sword/claymore
1056	the_vile_husk					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1057	cloudcrack					sword/blacktongue	sword/blacktongue	sword/blacktongue
1058	todesfaelle_flamme					sword/todesfaelle_flamme	sword/todesfaelle_flamme	sword/todesfaelle_flamme
1059	swordguard					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1060	spineripper					knife/dagger	knife/dagger	knife/dagger
1061	heart_carver					knife/dirk	knife/dirk	knife/dirk
1062	blackbogs_sharp					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1063	stormspike					knife/stormspike	knife/stormspike	knife/stormspike
1064	the_impaler					spear/spear	spear/spear	spear/spear
1065	kelpie_snare					spear/razortine	spear/razortine	spear/razortine
1066	soulfeast_tine					spear/soulfeast_tine	spear/soulfeast_tine	spear/soulfeast_tine
1067	hone_sundan					spear/spetum	spear/spetum	spear/spetum
1068	spire_of_honor					spear/pike	spear/pike	spear/pike
1069	the_meat_scraper					polearm/bardiche	polearm/bardiche	polearm/bardiche
1070	blackleach_blade					polearm/voulge	polearm/voulge	polearm/voulge
1071	athenas_wrath					polearm/athenas_wrath	polearm/athenas_wrath	polearm/athenas_wrath
1072	pierre_tombale_couant					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1073	husoldal_evo					polearm/halberd	polearm/halberd	polearm/halberd
1074	grims_burning_dead					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1075	razorswitch					staff/short_staff	staff/short_staff	staff/short_staff
1076	ribcracker					staff/long_staff	staff/long_staff	staff/long_staff
1077	chromatic_ire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1078	warpspear					staff/battle_staff	staff/battle_staff	staff/battle_staff
1079	skullcollector					staff/skullcollector	staff/skullcollector	staff/skullcollector
1080	skystrike					bow/short_bow	bow/short_bow	bow/short_bow
1081	riphook					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1082	kuko_shakaku					bow/kuko_shakaku	bow/kuko_shakaku	bow/kuko_shakaku
1083	endlesshail					bow/piercerib	bow/piercerib	bow/piercerib
1084	whichwild_string					bow/whichwild_string	bow/whichwild_string	bow/whichwild_string
1085	cliffkiller					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1086	magewrath					bow/hellclap	bow/hellclap	bow/hellclap
1087	godstrike_arch					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1088	langer_briser					bow/langer_briser	bow/langer_briser	bow/langer_briser
1089	pus_spiter					bow/pus_spiter	bow/pus_spiter	bow/pus_spiter
1090	buriza_do_kyanon					bow/hellcast	bow/hellcast	bow/hellcast
1091	demon_machine					bow/doomspittle	bow/doomspittle	bow/doomspittle
1092	peasent_crown					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1093	rockstopper					helmet/rockstopper	helmet/rockstopper	helmet/rockstopper
1094	stealskull					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1095	darksight_helm					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1096	valkiry_wing					helmet/great_helm	helmet/great_helm	helmet/great_helm
1097	crown_of_thieves					helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves
1098	blackhorns_face					helmet/mask	helmet/mask	helmet/mask
1099	vampiregaze					helmet/wormskull	helmet/wormskull	helmet/wormskull
1100	the_spirit_shroud					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1101	skin_of_the_vipermagi					armor/leather_armor	armor/leather_armor	armor/leather_armor
1102	skin_of_the_flayerd_one					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
1103	ironpelt					armor/ironpelt	armor/ironpelt	armor/ironpelt
1104	spiritforge					armor/ring_mail	armor/ring_mail	armor/ring_mail
1105	crow_caw					armor/scale_mail	armor/scale_mail	armor/scale_mail
1106	shaftstop					armor/chain_mail	armor/chain_mail	armor/chain_mail
1107	duriels_shell					armor/breast_plate	armor/breast_plate	armor/breast_plate
1108	skullders_ire					armor/splint_mail	armor/splint_mail	armor/splint_mail
1109	guardian_angel					armor/plate_mail	armor/plate_mail	armor/plate_mail
1110	toothrow					armor/field_plate	armor/field_plate	armor/field_plate
1111	atmas_wail					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1112	black_hades					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1113	corpsemourn					armor/corpsemourn	armor/corpsemourn	armor/corpsemourn
1114	que_hegans_wisdon					armor/light_plate	armor/light_plate	armor/light_plate
1115	visceratuant					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1116	mosers_blessed_circle					shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle
1117	stormchaser					shield/stormchaser	shield/stormchaser	shield/stormchaser
1118	tiamats_rebuke					shield/steelclash	shield/steelclash	shield/steelclash
1119	kerkes_sanctuary					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1120	radimants_sphere					shield/the_ward	shield/the_ward	shield/the_ward
1121	lidless_wall					shield/lidless_wall	shield/lidless_wall	shield/lidless_wall
1122	lance_guard					shield/lance_guard	shield/lance_guard	shield/lance_guard
1123	venom_grip					glove/gloves_l	glove/gloves_l	glove/gloves_l
1124	gravepalm					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1125	ghoulhide					glove/bracers_m	glove/bracers_m	glove/bracers_m
1126	lavagout					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1127	hellmouth					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1128	infernostride					boot/leather_boots	boot/leather_boots	boot/leather_boots
1129	waterwalk					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1130	silkweave					boot/chain_boots	boot/chain_boots	boot/chain_boots
1131	wartraveler					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1132	gorerider					boot/plate_boots	boot/plate_boots	boot/plate_boots
1133	string_of_ears					belt/sash_l	belt/sash_l	belt/sash_l
1134	razortail					belt/light_belt	belt/light_belt	belt/light_belt
1135	gloomstrap					belt/belt_m	belt/belt_m	belt/belt_m
1136	snowclash					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1137	thudergods_vigor					belt/girdle_h	belt/girdle_h	belt/girdle_h
1138	harlequin_crest					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1139	veil_of_steel					helmet/great_helm	helmet/great_helm	helmet/great_helm
1140	the_gladiators_bane					armor/studded_leather	armor/ironpelt	armor/studded_leather
1141	arkaines_valor					armor/splint_mail	armor/splint_mail	armor/splint_mail
1142	blackoak_shield					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1143	stormshield					shield/steelclash	shield/steelclash	shield/steelclash
1144	hellslayer					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
1145	messerschmidts_reaver					axe/brainhew	axe/brainhew	axe/brainhew
1146	baranars_star					mace/bloodrise	mace/bloodrise	mace/bloodrise
1147	schaefers_hammer					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1148	the_cranium_basher					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1149	lightsabre					sword/lightsabre	sword/lightsabre	sword/lightsabre
1150	doombringer					sword/blacktongue	sword/blacktongue	sword/blacktongue
1151	the_grandfather					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1152	wizardspike					knife/dagger	knife/dagger	knife/dagger
1153	stormspire					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1154	eaglehorn					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1155	windforce					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1156	bul_kathos_wedding_band					ring/ring	ring/ring	ring/ring
1157	the_cats_eye					amulet/amulet	amulet/amulet	amulet/amulet
1158	the_rising_sun					amulet/amulet	amulet/amulet	amulet/amulet
1159	crescent_moon					amulet/amulet	amulet/amulet	amulet/amulet
1160	maras_kaleidoscope					amulet/amulet	amulet/amulet	amulet/amulet
1161	atmas_scarab					amulet/amulet	amulet/amulet	amulet/amulet
1162	dwarf_star					ring/ring	ring/ring	ring/ring
1163	raven_frost					ring/ring	ring/ring	ring/ring
1164	highlords_wrath					amulet/amulet	amulet/amulet	amulet/amulet
1165	saracens_chance					amulet/amulet	amulet/amulet	amulet/amulet
1166	arreats_face					helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard
1167	homunculus					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1168	titans_revenge					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1169	lycanders_aim					bow/reflex_bow	bow/reflex_bow	bow/reflex_bow
1170	lycanders_flank					spear/maiden_pike	spear/maiden_pike	spear/maiden_pike
1171	the_oculus					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1172	herald_of_zakarum					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1173	cutthroat_1					h2h/claws	h2h/claws	h2h/claws
1174	jalals_mane					pelt/spirit_mask	pelt/spirit_mask	pelt/spirit_mask
1175	the_scalper					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1176	bloodmoon					sword/hexfire	sword/hexfire	sword/hexfire
1177	djinnslayer					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
